key_triple,engram_order
BI/,1.0
BI;,1.0
BIA,1.0
BIB,1.0
BIC,1.0
BID,1.0
BIE,1.0
BIF,1.0
BIG,1.0
BIH,1.0
BII,0.0
BIJ,1.0
BIK,0.0
BIL,1.0
BIM,1.0
BIN,1.0
BIO,1.0
BIP,1.0
BIQ,1.0
BIR,1.0
BIS,1.0
BIT,1.0
BIU,1.0
BIV,1.0
BIW,1.0
BIX,1.0
BIY,1.0
BIZ,1.0
BI[,1.0
BJ',1.0
"BJ,",1.0
BJ.,1.0
BJ/,1.0
BJ;,1.0
BJA,1.0
BJB,1.0
BJC,1.0
BJD,1.0
BJE,1.0
BJF,1.0
BJG,1.0
BJH,0.0
BJI,1.0
BJJ,0.0
BJK,1.0
BJL,1.0
BJM,0.0
BJN,0.0
BJO,1.0
BJP,1.0
BJQ,1.0
BJR,1.0
BJS,1.0
BJT,1.0
BJU,0.0
BJV,1.0
BJW,1.0
BJX,1.0
BJY,0.0
BJZ,1.0
BJ[,1.0
BK',1.0
"BK,",0.0
BK.,1.0
BK/,1.0
BK;,1.0
BKA,1.0
BKB,1.0
BKC,1.0
BKD,1.0
BKE,1.0
BKF,1.0
BKG,1.0
BKH,1.0
BKI,0.0
BKJ,1.0
BKK,0.0
BKL,1.0
BKM,1.0
BKN,1.0
BKO,1.0
BKP,1.0
BKQ,1.0
BKR,1.0
BKS,1.0
BKT,1.0
BKU,1.0
BKV,1.0
BKW,1.0
BKX,1.0
BKY,1.0
BKZ,1.0
BK[,1.0
BL',1.0
"BL,",1.0
BL.,0.0
BL/,1.0
BL;,1.0
BLA,1.0
BLB,1.0
BLC,1.0
BLD,1.0
BLE,1.0
BLF,1.0
BLG,1.0
BLH,1.0
BLI,1.0
BLJ,1.0
BLK,1.0
BLL,0.0
BLM,1.0
BLN,1.0
BLO,0.0
BLP,1.0
BLQ,1.0
BLR,1.0
BLS,1.0
BLT,1.0
BLU,1.0
BLV,1.0
BLW,1.0
BLX,1.0
BLY,1.0
BLZ,1.0
BL[,1.0
BM',1.0
"BM,",1.0
BM.,1.0
BM/,1.0
BM;,1.0
BMA,1.0
BMB,1.0
BMC,1.0
BMD,1.0
BME,1.0
BMF,1.0
BMG,1.0
BMH,0.0
BMI,1.0
BMJ,0.0
BMK,1.0
BML,1.0
BMM,0.0
BMN,0.0
BMO,1.0
BMP,1.0
BMQ,1.0
BMR,1.0
BMS,1.0
BMT,1.0
BMU,0.0
BMV,1.0
BMW,1.0
BMX,1.0
BMY,0.0
BMZ,1.0
BM[,1.0
BN',1.0
"BN,",1.0
BN.,1.0
BN/,1.0
BN;,1.0
BNA,1.0
BNB,1.0
BNC,1.0
BND,1.0
BNE,1.0
BNF,1.0
BNG,1.0
BNH,0.0
BNI,1.0
BNJ,0.0
BNK,1.0
BNL,1.0
BNM,0.0
BNN,0.0
BNO,1.0
BNP,1.0
BNQ,1.0
BNR,1.0
BNS,1.0
BNT,1.0
BNU,0.0
BNV,1.0
BNW,1.0
BNX,1.0
BNY,0.0
BNZ,1.0
BN[,1.0
BO',1.0
"BO,",1.0
BO.,0.0
BO/,1.0
BO;,1.0
BOA,1.0
BOB,1.0
BOC,1.0
BOD,1.0
BOE,1.0
BOF,1.0
BOG,1.0
BOH,1.0
BOI,1.0
BOJ,1.0
BOK,1.0
BOL,0.0
BOM,1.0
BON,1.0
BOO,0.0
BOP,1.0
BOQ,1.0
BOR,1.0
BOS,1.0
BOT,1.0
BOU,1.0
BOV,1.0
BOW,1.0
BOX,1.0
BOY,1.0
BOZ,1.0
BO[,1.0
BP',0.0
"BP,",1.0
BP.,1.0
BP/,0.0
BP;,0.0
BPA,1.0
BPB,1.0
BPC,1.0
BPD,1.0
BPE,1.0
BPF,1.0
BPG,1.0
BPH,1.0
BPI,1.0
BPJ,1.0
BPK,1.0
BPL,1.0
BPM,1.0
BPN,1.0
BPO,1.0
BPP,0.0
BPQ,1.0
BPR,1.0
BPS,1.0
BPT,1.0
BPU,1.0
BPV,1.0
BPW,1.0
BPX,1.0
BPY,1.0
BPZ,1.0
BP[,0.0
BQ',1.0
"BQ,",1.0
BQ.,1.0
BQ/,1.0
BQ;,1.0
BQA,0.0
BQB,0.0
BQC,0.0
BQD,0.0
BQE,0.0
BQF,0.0
BQG,0.0
BQH,1.0
BQI,1.0
BQJ,1.0
BQK,1.0
BQL,1.0
BQM,1.0
BQN,1.0
BQO,1.0
BQP,1.0
BQQ,0.0
BQR,0.0
BQS,0.0
BQT,0.0
BQU,1.0
BQV,0.0
BQW,0.0
BQX,0.0
BQY,1.0
BQZ,0.0
BQ[,1.0
BR',0.0
"BR,",0.0
BR.,0.0
BR/,0.0
BR;,0.0
BRA,0.0
BRB,0.0
BRC,0.0
BRD,0.0
BRE,0.0
BRF,0.0
BRG,0.0
BRH,0.0
BRI,0.0
BRJ,0.0
BRK,0.0
BRL,0.0
BRM,0.0
BRN,0.0
BRO,0.0
BRP,0.0
BRQ,0.0
BRR,0.0
BRS,0.0
BRT,0.0
BRU,0.0
BRV,0.0
BRW,0.0
BRX,0.0
BRY,0.0
BRZ,0.0
BR[,0.0
BS',1.0
"BS,",1.0
BS.,1.0
BS/,1.0
BS;,1.0
BSA,1.0
BSB,0.0
BSC,0.0
BSD,0.0
BSE,0.0
BSF,0.0
BSG,0.0
BSH,1.0
BSI,1.0
BSJ,1.0
BSK,1.0
BSL,1.0
BSM,1.0
BSN,1.0
BSO,1.0
BSP,1.0
BSQ,1.0
BSR,0.0
BSS,0.0
BST,0.0
BSU,1.0
BSV,0.0
BSW,0.0
BSX,0.0
BSY,1.0
BSZ,1.0
BS[,1.0
BT',0.0
"BT,",0.0
BT.,0.0
BT/,0.0
BT;,0.0
BTA,0.0
BTB,0.0
BTC,0.0
BTD,0.0
BTE,0.0
BTF,0.0
BTG,0.0
BTH,0.0
BTI,0.0
BTJ,0.0
BTK,0.0
BTL,0.0
BTM,0.0
BTN,0.0
BTO,0.0
BTP,0.0
BTQ,0.0
BTR,0.0
BTS,0.0
BTT,0.0
BTU,0.0
BTV,0.0
BTW,0.0
BTX,0.0
BTY,0.0
BTZ,0.0
BT[,0.0
BU',1.0
"BU,",1.0
BU.,1.0
BU/,1.0
BU;,1.0
BUA,1.0
BUB,1.0
BUC,1.0
BUD,1.0
BUE,1.0
BUF,1.0
BUG,1.0
BUH,0.0
BUI,1.0
BUJ,0.0
BUK,1.0
BUL,1.0
BUM,0.0
BUN,0.0
BUO,1.0
BUP,1.0
BUQ,1.0
BUR,1.0
BUS,1.0
BUT,1.0
BUU,0.0
BUV,1.0
BUW,1.0
BUX,1.0
BUY,0.0
BUZ,1.0
BU[,1.0
BV',0.0
"BV,",0.0
BV.,0.0
BV/,0.0
BV;,0.0
BVA,0.0
BVB,0.0
BVC,0.0
BVD,0.0
BVE,0.0
BVF,0.0
BVG,0.0
BVH,0.0
BVI,0.0
BVJ,0.0
BVK,0.0
BVL,0.0
BVM,0.0
BVN,0.0
BVO,0.0
BVP,0.0
BVQ,0.0
BVR,0.0
BVS,0.0
BVT,0.0
BVU,0.0
BVV,0.0
BVW,0.0
BVX,0.0
BVY,0.0
BVZ,0.0
BV[,0.0
BW',1.0
"BW,",1.0
BW.,1.0
BW/,1.0
BW;,1.0
BWA,1.0
BWB,0.0
BWC,0.0
BWD,0.0
BWE,0.0
BWF,0.0
BWG,0.0
BWH,1.0
BWI,1.0
BWJ,1.0
BWK,1.0
BWL,1.0
BWM,1.0
BWN,1.0
BWO,1.0
BWP,1.0
BWQ,1.0
BWR,0.0
BWS,0.0
BWT,0.0
BWU,1.0
BWV,0.0
BWW,0.0
BWX,0.0
BWY,1.0
BWZ,1.0
BW[,1.0
BX',1.0
"BX,",1.0
BX.,1.0
BX/,1.0
BX;,1.0
BXA,1.0
BXB,0.0
BXC,0.0
BXD,0.0
BXE,0.0
BXF,0.0
BXG,0.0
BXH,1.0
BXI,1.0
BXJ,1.0
BXK,1.0
BXL,1.0
BXM,1.0
BXN,1.0
BXO,1.0
BXP,1.0
BXQ,1.0
BXR,0.0
BXS,0.0
BXT,0.0
BXU,1.0
BXV,0.0
BXW,0.0
BXX,0.0
BXY,1.0
BXZ,1.0
BX[,1.0
BY',1.0
"BY,",1.0
BY.,1.0
BY/,1.0
BY;,1.0
BYA,1.0
BYB,1.0
BYC,1.0
BYD,1.0
BYE,1.0
BYF,1.0
BYG,1.0
BYH,0.0
BYI,1.0
BYJ,0.0
BYK,1.0
BYL,1.0
BYM,0.0
BYN,0.0
BYO,1.0
BYP,1.0
BYQ,1.0
BYR,1.0
BYS,1.0
BYT,1.0
BYU,0.0
BYV,1.0
BYW,1.0
BYX,1.0
BYY,0.0
BYZ,1.0
BY[,1.0
BZ',1.0
"BZ,",1.0
BZ.,1.0
BZ/,1.0
BZ;,1.0
BZA,0.0
BZB,0.0
BZC,0.0
BZD,0.0
BZE,0.0
BZF,0.0
BZG,0.0
BZH,1.0
BZI,1.0
BZJ,1.0
BZK,1.0
BZL,1.0
BZM,1.0
BZN,1.0
BZO,1.0
BZP,1.0
BZQ,0.0
BZR,0.0
BZS,0.0
BZT,0.0
BZU,1.0
BZV,0.0
BZW,0.0
BZX,0.0
BZY,1.0
BZZ,0.0
BZ[,1.0
B[',0.0
"B[,",1.0
B[.,1.0
B[/,0.0
B[;,0.0
B[A,1.0
B[B,1.0
B[C,1.0
B[D,1.0
B[E,1.0
B[F,1.0
B[G,1.0
B[H,1.0
B[I,1.0
B[J,1.0
B[K,1.0
B[L,1.0
B[M,1.0
B[N,1.0
B[O,1.0
B[P,0.0
B[Q,1.0
B[R,1.0
B[S,1.0
B[T,1.0
B[U,1.0
B[V,1.0
B[W,1.0
B[X,1.0
B[Y,1.0
B[Z,1.0
B[[,0.0
C'',0.0
"C',",1.0
C'.,1.0
C'/,0.0
C';,0.0
C'A,1.0
C'B,1.0
C'C,1.0
C'D,1.0
C'E,1.0
C'F,1.0
C'G,1.0
C'H,1.0
C'I,1.0
C'J,1.0
C'K,1.0
C'L,1.0
C'M,1.0
C'N,1.0
C'O,1.0
C'P,0.0
C'Q,1.0
C'R,1.0
C'S,1.0
C'T,1.0
C'U,1.0
C'V,1.0
C'W,1.0
C'X,1.0
C'Y,1.0
C'Z,1.0
C'[,0.0
"C,'",1.0
"C,,",0.0
"C,.",1.0
"C,/",1.0
"C,;",1.0
"C,A",1.0
"C,B",1.0
"C,C",1.0
"C,D",1.0
"C,E",1.0
"C,F",1.0
"C,G",1.0
"C,H",1.0
"C,I",0.0
"C,J",1.0
"C,K",0.0
"C,L",1.0
"C,M",1.0
"C,N",1.0
"C,O",1.0
"C,P",1.0
"C,Q",1.0
"C,R",1.0
"C,S",1.0
"C,T",1.0
"C,U",1.0
"C,V",1.0
"C,W",1.0
"C,X",1.0
"C,Y",1.0
"C,Z",1.0
"C,[",1.0
C.',1.0
"C.,",1.0
C..,0.0
C./,1.0
C.;,1.0
C.A,1.0
C.B,1.0
C.C,1.0
C.D,1.0
C.E,1.0
C.F,1.0
C.G,1.0
C.H,1.0
C.I,1.0
C.J,1.0
C.K,1.0
C.L,0.0
C.M,1.0
C.N,1.0
C.O,0.0
C.P,1.0
C.Q,1.0
C.R,1.0
C.S,1.0
C.T,1.0
C.U,1.0
C.V,1.0
C.W,1.0
C.X,1.0
C.Y,1.0
C.Z,1.0
C.[,1.0
C/',0.0
"C/,",1.0
C/.,1.0
C//,0.0
C/;,0.0
C/A,1.0
C/B,1.0
C/C,1.0
C/D,1.0
C/E,1.0
C/F,1.0
C/G,1.0
C/H,1.0
C/I,1.0
C/J,1.0
C/K,1.0
C/L,1.0
C/M,1.0
C/N,1.0
C/O,1.0
C/P,0.0
C/Q,1.0
C/R,1.0
C/S,1.0
C/T,1.0
C/U,1.0
C/V,1.0
C/W,1.0
C/X,1.0
C/Y,1.0
C/Z,1.0
C/[,0.0
C;',0.0
"C;,",1.0
C;.,1.0
C;/,0.0
C;;,0.0
C;A,1.0
C;B,1.0
C;C,1.0
C;D,1.0
C;E,1.0
C;F,1.0
C;G,1.0
C;H,1.0
C;I,1.0
C;J,1.0
C;K,1.0
C;L,1.0
C;M,1.0
C;N,1.0
C;O,1.0
C;P,0.0
C;Q,1.0
C;R,1.0
C;S,1.0
C;T,1.0
C;U,1.0
C;V,1.0
C;W,1.0
C;X,1.0
C;Y,1.0
C;Z,1.0
C;[,0.0
CA',1.0
"CA,",1.0
CA.,1.0
CA/,1.0
CA;,1.0
CAA,0.0
CAB,0.0
CAC,0.0
CAD,0.0
CAE,0.0
CAF,0.0
CAG,0.0
CAH,1.0
CAI,1.0
CAJ,1.0
CAK,1.0
CAL,1.0
CAM,1.0
CAN,1.0
CAO,1.0
CAP,1.0
CAQ,0.0
CAR,0.0
CAS,0.0
CAT,0.0
CAU,1.0
CAV,0.0
CAW,0.0
CAX,0.0
CAY,1.0
CAZ,0.0
CA[,1.0
CB',1.0
"CB,",1.0
CB.,1.0
CB/,1.0
CB;,1.0
CBA,0.0
CBB,0.0
CBC,0.0
CBD,0.0
CBE,0.0
CBF,0.0
CBG,0.0
CBH,1.0
CBI,1.0
CBJ,1.0
CBK,1.0
CBL,1.0
CBM,1.0
CBN,1.0
CBO,1.0
CBP,1.0
CBQ,0.0
CBR,0.0
CBS,0.0
CBT,0.0
CBU,1.0
CBV,0.0
CBW,0.0
CBX,0.0
CBY,1.0
CBZ,0.0
CB[,1.0
CC',0.0
"CC,",0.0
CC.,0.0
CC/,0.0
CC;,0.0
CCA,0.0
CCB,0.0
CCC,0.0
CCD,0.0
CCE,0.0
CCF,0.0
CCG,0.0
CCH,0.0
CCI,0.0
CCJ,0.0
CCK,0.0
CCL,0.0
CCM,0.0
CCN,0.0
CCO,0.0
CCP,0.0
CCQ,0.0
CCR,0.0
CCS,0.0
CCT,0.0
CCU,0.0
CCV,0.0
CCW,0.0
CCX,0.0
CCY,0.0
CCZ,0.0
CC[,0.0
CD',0.0
"CD,",0.0
CD.,0.0
CD/,0.0
CD;,0.0
CDA,0.0
CDB,0.0
CDC,0.0
CDD,0.0
CDE,0.0
CDF,0.0
CDG,0.0
CDH,0.0
CDI,0.0
CDJ,0.0
CDK,0.0
CDL,0.0
CDM,0.0
CDN,0.0
CDO,0.0
CDP,0.0
CDQ,0.0
CDR,0.0
CDS,0.0
CDT,0.0
CDU,0.0
CDV,0.0
CDW,0.0
CDX,0.0
CDY,0.0
CDZ,0.0
CD[,0.0
CE',0.0
"CE,",0.0
CE.,0.0
CE/,0.0
CE;,0.0
CEA,0.0
CEB,0.0
CEC,0.0
CED,0.0
CEE,0.0
CEF,0.0
CEG,0.0
CEH,0.0
CEI,0.0
CEJ,0.0
CEK,0.0
CEL,0.0
CEM,0.0
CEN,0.0
CEO,0.0
CEP,0.0
CEQ,0.0
CER,0.0
CES,0.0
CET,0.0
CEU,0.0
CEV,0.0
CEW,0.0
CEX,0.0
CEY,0.0
CEZ,0.0
CE[,0.0
CF',1.0
"CF,",1.0
CF.,1.0
CF/,1.0
CF;,1.0
CFA,0.0
CFB,0.0
CFC,0.0
CFD,0.0
CFE,0.0
CFF,0.0
CFG,0.0
CFH,1.0
CFI,1.0
CFJ,1.0
CFK,1.0
CFL,1.0
CFM,1.0
CFN,1.0
CFO,1.0
CFP,1.0
CFQ,0.0
CFR,0.0
CFS,0.0
CFT,0.0
CFU,1.0
CFV,0.0
CFW,0.0
CFX,0.0
CFY,1.0
CFZ,0.0
CF[,1.0
CG',1.0
"CG,",1.0
CG.,1.0
CG/,1.0
CG;,1.0
CGA,0.0
CGB,0.0
CGC,0.0
CGD,0.0
CGE,0.0
CGF,0.0
CGG,0.0
CGH,1.0
CGI,1.0
CGJ,1.0
CGK,1.0
CGL,1.0
CGM,1.0
CGN,1.0
CGO,1.0
CGP,1.0
CGQ,0.0
CGR,0.0
CGS,0.0
CGT,0.0
CGU,1.0
CGV,0.0
CGW,0.0
CGX,0.0
CGY,1.0
CGZ,0.0
CG[,1.0
CH',1.0
"CH,",1.0
CH.,1.0
CH/,1.0
CH;,1.0
CHA,1.0
CHB,1.0
CHC,1.0
CHD,1.0
CHE,1.0
CHF,1.0
CHG,1.0
CHH,0.0
CHI,1.0
CHJ,0.0
CHK,1.0
CHL,1.0
CHM,0.0
CHN,0.0
CHO,1.0
CHP,1.0
CHQ,1.0
CHR,1.0
CHS,1.0
CHT,1.0
CHU,0.0
CHV,1.0
CHW,1.0
CHX,1.0
CHY,0.0
CHZ,1.0
CH[,1.0
CI',1.0
"CI,",0.0
CI.,1.0
CI/,1.0
CI;,1.0
CIA,1.0
CIB,1.0
CIC,1.0
CID,1.0
CIE,1.0
CIF,1.0
CIG,1.0
CIH,1.0
CII,0.0
CIJ,1.0
CIK,0.0
CIL,1.0
CIM,1.0
CIN,1.0
CIO,1.0
CIP,1.0
CIQ,1.0
CIR,1.0
CIS,1.0
CIT,1.0
CIU,1.0
CIV,1.0
CIW,1.0
CIX,1.0
CIY,1.0
CIZ,1.0
CI[,1.0
CJ',1.0
"CJ,",1.0
CJ.,1.0
CJ/,1.0
CJ;,1.0
CJA,1.0
CJB,1.0
CJC,1.0
CJD,1.0
CJE,1.0
CJF,1.0
CJG,1.0
CJH,0.0
CJI,1.0
CJJ,0.0
CJK,1.0
CJL,1.0
CJM,0.0
CJN,0.0
CJO,1.0
CJP,1.0
CJQ,1.0
CJR,1.0
CJS,1.0
CJT,1.0
CJU,0.0
CJV,1.0
CJW,1.0
CJX,1.0
CJY,0.0
CJZ,1.0
CJ[,1.0
CK',1.0
"CK,",0.0
CK.,1.0
CK/,1.0
CK;,1.0
CKA,1.0
CKB,1.0
CKC,1.0
CKD,1.0
CKE,1.0
CKF,1.0
CKG,1.0
CKH,1.0
CKI,0.0
CKJ,1.0
CKK,0.0
CKL,1.0
CKM,1.0
CKN,1.0
CKO,1.0
CKP,1.0
CKQ,1.0
CKR,1.0
CKS,1.0
CKT,1.0
CKU,1.0
CKV,1.0
CKW,1.0
CKX,1.0
CKY,1.0
CKZ,1.0
CK[,1.0
CL',1.0
"CL,",1.0
CL.,0.0
CL/,1.0
CL;,1.0
CLA,1.0
CLB,1.0
CLC,1.0
CLD,1.0
CLE,1.0
CLF,1.0
CLG,1.0
CLH,1.0
CLI,1.0
CLJ,1.0
CLK,1.0
CLL,0.0
CLM,1.0
CLN,1.0
CLO,0.0
CLP,1.0
CLQ,1.0
CLR,1.0
CLS,1.0
CLT,1.0
CLU,1.0
CLV,1.0
CLW,1.0
CLX,1.0
CLY,1.0
CLZ,1.0
CL[,1.0
CM',1.0
"CM,",1.0
CM.,1.0
CM/,1.0
CM;,1.0
CMA,1.0
CMB,1.0
CMC,1.0
CMD,1.0
CME,1.0
CMF,1.0
CMG,1.0
CMH,0.0
CMI,1.0
CMJ,0.0
CMK,1.0
CML,1.0
CMM,0.0
CMN,0.0
CMO,1.0
CMP,1.0
CMQ,1.0
CMR,1.0
CMS,1.0
CMT,1.0
CMU,0.0
CMV,1.0
CMW,1.0
CMX,1.0
CMY,0.0
CMZ,1.0
CM[,1.0
CN',1.0
"CN,",1.0
CN.,1.0
CN/,1.0
CN;,1.0
CNA,1.0
CNB,1.0
CNC,1.0
CND,1.0
CNE,1.0
CNF,1.0
CNG,1.0
CNH,0.0
CNI,1.0
CNJ,0.0
CNK,1.0
CNL,1.0
CNM,0.0
CNN,0.0
CNO,1.0
CNP,1.0
CNQ,1.0
CNR,1.0
CNS,1.0
CNT,1.0
CNU,0.0
CNV,1.0
CNW,1.0
CNX,1.0
CNY,0.0
CNZ,1.0
CN[,1.0
CO',1.0
"CO,",1.0
CO.,0.0
CO/,1.0
CO;,1.0
COA,1.0
COB,1.0
COC,1.0
COD,1.0
COE,1.0
COF,1.0
COG,1.0
COH,1.0
COI,1.0
COJ,1.0
COK,1.0
COL,0.0
COM,1.0
CON,1.0
COO,0.0
COP,1.0
COQ,1.0
COR,1.0
COS,1.0
COT,1.0
COU,1.0
COV,1.0
COW,1.0
COX,1.0
COY,1.0
COZ,1.0
CO[,1.0
CP',0.0
"CP,",1.0
CP.,1.0
CP/,0.0
CP;,0.0
CPA,1.0
CPB,1.0
CPC,1.0
CPD,1.0
CPE,1.0
CPF,1.0
CPG,1.0
CPH,1.0
CPI,1.0
CPJ,1.0
CPK,1.0
CPL,1.0
CPM,1.0
CPN,1.0
CPO,1.0
CPP,0.0
CPQ,1.0
CPR,1.0
CPS,1.0
CPT,1.0
CPU,1.0
CPV,1.0
CPW,1.0
CPX,1.0
CPY,1.0
CPZ,1.0
CP[,0.0
CQ',1.0
"CQ,",1.0
CQ.,1.0
CQ/,1.0
CQ;,1.0
CQA,0.0
CQB,0.0
CQC,0.0
CQD,0.0
CQE,0.0
CQF,0.0
CQG,0.0
CQH,1.0
CQI,1.0
CQJ,1.0
CQK,1.0
CQL,1.0
CQM,1.0
CQN,1.0
CQO,1.0
CQP,1.0
CQQ,0.0
CQR,0.0
CQS,0.0
CQT,0.0
CQU,1.0
CQV,0.0
CQW,0.0
CQX,0.0
CQY,1.0
CQZ,0.0
CQ[,1.0
CR',1.0
"CR,",1.0
CR.,1.0
CR/,1.0
CR;,1.0
CRA,0.0
CRB,0.0
CRC,0.0
CRD,0.0
CRE,0.0
CRF,0.0
CRG,0.0
CRH,1.0
CRI,1.0
CRJ,1.0
CRK,1.0
CRL,1.0
CRM,1.0
CRN,1.0
CRO,1.0
CRP,1.0
CRQ,0.0
CRR,0.0
CRS,0.0
CRT,0.0
CRU,1.0
CRV,0.0
CRW,0.0
CRX,0.0
CRY,1.0
CRZ,0.0
CR[,1.0
CS',1.0
"CS,",1.0
CS.,1.0
CS/,1.0
CS;,1.0
CSA,1.0
CSB,0.0
CSC,0.0
CSD,0.0
CSE,0.0
CSF,0.0
CSG,0.0
CSH,1.0
CSI,1.0
CSJ,1.0
CSK,1.0
CSL,1.0
CSM,1.0
CSN,1.0
CSO,1.0
CSP,1.0
CSQ,1.0
CSR,0.0
CSS,0.0
CST,0.0
CSU,1.0
CSV,0.0
CSW,0.0
CSX,0.0
CSY,1.0
CSZ,1.0
CS[,1.0
CT',1.0
"CT,",1.0
CT.,1.0
CT/,1.0
CT;,1.0
CTA,0.0
CTB,0.0
CTC,0.0
CTD,0.0
CTE,0.0
CTF,0.0
CTG,0.0
CTH,1.0
CTI,1.0
CTJ,1.0
CTK,1.0
CTL,1.0
CTM,1.0
CTN,1.0
CTO,1.0
CTP,1.0
CTQ,0.0
CTR,0.0
CTS,0.0
CTT,0.0
CTU,1.0
CTV,0.0
CTW,0.0
CTX,0.0
CTY,1.0
CTZ,0.0
CT[,1.0
CU',1.0
"CU,",1.0
CU.,1.0
CU/,1.0
CU;,1.0
CUA,1.0
CUB,1.0
CUC,1.0
CUD,1.0
CUE,1.0
CUF,1.0
CUG,1.0
CUH,0.0
CUI,1.0
CUJ,0.0
CUK,1.0
CUL,1.0
CUM,0.0
CUN,0.0
CUO,1.0
CUP,1.0
CUQ,1.0
CUR,1.0
CUS,1.0
CUT,1.0
CUU,0.0
CUV,1.0
CUW,1.0
CUX,1.0
CUY,0.0
CUZ,1.0
CU[,1.0
CV',1.0
"CV,",1.0
CV.,1.0
CV/,1.0
CV;,1.0
CVA,0.0
CVB,0.0
CVC,0.0
CVD,0.0
CVE,0.0
CVF,0.0
CVG,0.0
CVH,1.0
CVI,1.0
CVJ,1.0
CVK,1.0
CVL,1.0
CVM,1.0
CVN,1.0
CVO,1.0
CVP,1.0
CVQ,0.0
CVR,0.0
CVS,0.0
CVT,0.0
CVU,1.0
CVV,0.0
CVW,0.0
CVX,0.0
CVY,1.0
CVZ,0.0
CV[,1.0
CW',1.0
"CW,",1.0
CW.,1.0
CW/,1.0
CW;,1.0
CWA,1.0
CWB,0.0
CWC,0.0
CWD,0.0
CWE,0.0
CWF,0.0
CWG,0.0
CWH,1.0
CWI,1.0
CWJ,1.0
CWK,1.0
CWL,1.0
CWM,1.0
CWN,1.0
CWO,1.0
CWP,1.0
CWQ,1.0
CWR,0.0
CWS,0.0
CWT,0.0
CWU,1.0
CWV,0.0
CWW,0.0
CWX,0.0
CWY,1.0
CWZ,1.0
CW[,1.0
CX',1.0
"CX,",1.0
CX.,1.0
CX/,1.0
CX;,1.0
CXA,1.0
CXB,0.0
CXC,0.0
CXD,0.0
CXE,0.0
CXF,0.0
CXG,0.0
CXH,1.0
CXI,1.0
CXJ,1.0
CXK,1.0
CXL,1.0
CXM,1.0
CXN,1.0
CXO,1.0
CXP,1.0
CXQ,1.0
CXR,0.0
CXS,0.0
CXT,0.0
CXU,1.0
CXV,0.0
CXW,0.0
CXX,0.0
CXY,1.0
CXZ,1.0
CX[,1.0
CY',1.0
"CY,",1.0
CY.,1.0
CY/,1.0
CY;,1.0
CYA,1.0
CYB,1.0
CYC,1.0
CYD,1.0
CYE,1.0
CYF,1.0
CYG,1.0
CYH,0.0
CYI,1.0
CYJ,0.0
CYK,1.0
CYL,1.0
CYM,0.0
CYN,0.0
CYO,1.0
CYP,1.0
CYQ,1.0
CYR,1.0
CYS,1.0
CYT,1.0
CYU,0.0
CYV,1.0
CYW,1.0
CYX,1.0
CYY,0.0
CYZ,1.0
CY[,1.0
CZ',1.0
"CZ,",1.0
CZ.,1.0
CZ/,1.0
CZ;,1.0
CZA,0.0
CZB,0.0
CZC,0.0
CZD,0.0
CZE,0.0
CZF,0.0
CZG,0.0
CZH,1.0
CZI,1.0
CZJ,1.0
CZK,1.0
CZL,1.0
CZM,1.0
CZN,1.0
CZO,1.0
CZP,1.0
CZQ,0.0
CZR,0.0
CZS,0.0
CZT,0.0
CZU,1.0
CZV,0.0
CZW,0.0
CZX,0.0
CZY,1.0
CZZ,0.0
CZ[,1.0
C[',0.0
"C[,",1.0
C[.,1.0
C[/,0.0
C[;,0.0
C[A,1.0
C[B,1.0
C[C,1.0
C[D,1.0
C[E,1.0
C[F,1.0
C[G,1.0
C[H,1.0
C[I,1.0
C[J,1.0
C[K,1.0
C[L,1.0
C[M,1.0
C[N,1.0
C[O,1.0
C[P,0.0
C[Q,1.0
C[R,1.0
C[S,1.0
C[T,1.0
C[U,1.0
C[V,1.0
C[W,1.0
C[X,1.0
C[Y,1.0
C[Z,1.0
C[[,0.0
D'',0.0
"D',",1.0
D'.,1.0
D'/,0.0
D';,0.0
D'A,1.0
D'B,1.0
D'C,1.0
D'D,1.0
D'E,1.0
D'F,1.0
D'G,1.0
D'H,1.0
D'I,1.0
D'J,1.0
D'K,1.0
D'L,1.0
D'M,1.0
D'N,1.0
D'O,1.0
D'P,0.0
D'Q,1.0
D'R,1.0
D'S,1.0
D'T,1.0
D'U,1.0
D'V,1.0
D'W,1.0
D'X,1.0
D'Y,1.0
D'Z,1.0
D'[,0.0
"D,'",1.0
"D,,",0.0
"D,.",1.0
"D,/",1.0
"D,;",1.0
"D,A",1.0
"D,B",1.0
"D,C",1.0
"D,D",1.0
"D,E",1.0
"D,F",1.0
"D,G",1.0
"D,H",1.0
"D,I",0.0
"D,J",1.0
"D,K",0.0
"D,L",1.0
"D,M",1.0
"D,N",1.0
"D,O",1.0
"D,P",1.0
"D,Q",1.0
"D,R",1.0
"D,S",1.0
"D,T",1.0
"D,U",1.0
"D,V",1.0
"D,W",1.0
"D,X",1.0
"D,Y",1.0
"D,Z",1.0
"D,[",1.0
D.',1.0
"D.,",1.0
D..,0.0
D./,1.0
D.;,1.0
D.A,1.0
D.B,1.0
D.C,1.0
D.D,1.0
D.E,1.0
D.F,1.0
D.G,1.0
D.H,1.0
D.I,1.0
D.J,1.0
D.K,1.0
D.L,0.0
D.M,1.0
D.N,1.0
D.O,0.0
D.P,1.0
D.Q,1.0
D.R,1.0
D.S,1.0
D.T,1.0
D.U,1.0
D.V,1.0
D.W,1.0
D.X,1.0
