key_pair,comfort_score,distance_interval,distance_return,distance_setup,distance_total,dvorak7_columns,dvorak7_distribution,dvorak7_inward,dvorak7_middle,dvorak7_remote,dvorak7_score,dvorak7_strength,dvorak7_vspan,engram7_hspan,engram7_load,engram7_position,engram7_score,engram7_sequence,engram7_strength,engram7_stretch,engram7_vspan,time_interval,time_return,time_setup,time_total,comfort_score_normalized,distance_interval_normalized,distance_return_normalized,distance_setup_normalized,distance_total_normalized,dvorak7_columns_normalized,dvorak7_distribution_normalized,dvorak7_inward_normalized,dvorak7_middle_normalized,dvorak7_remote_normalized,dvorak7_score_normalized,dvorak7_strength_normalized,dvorak7_vspan_normalized,engram7_hspan_normalized,engram7_load_normalized,engram7_position_normalized,engram7_score_normalized,engram7_sequence_normalized,engram7_strength_normalized,engram7_stretch_normalized,engram7_vspan_normalized,time_interval_normalized,time_return_normalized,time_setup_normalized,time_total_normalized
A[,-0.586998,23.600847,23.600847,0.0,47.201695,0.5,1.0,1.0,0.5,1.0,5.0,0.0,1.0,1.0,1.0,0.5,5.0,1.0,0.0,0.5,1.0,448.0,200.0,206.7,859.5,0.608668,0.429106,0.337155,0.0,0.349642,0.5,1.0,1.0,0.5,1.0,0.714286,0.0,1.0,1.0,1.0,0.5,0.714286,1.0,0.0,0.5,1.0,0.994286,0.0,0.0335,0.425735
B',-0.836557,19.0,53.669872,34.669872,107.339743,0.0,1.0,1.0,0.5,1.0,5.0,0.5,1.0,1.0,1.0,0.0,4.5,1.0,0.5,0.0,1.0,448.0,200.0,225.6,873.6,0.442295,0.345455,0.766712,0.990568,0.795109,0.0,1.0,1.0,0.5,1.0,0.714286,0.5,1.0,1.0,1.0,0.0,0.642857,1.0,0.5,0.0,1.0,0.994286,0.0,0.128,0.446471
"B,",-0.793852,21.470911,56.140782,34.669872,112.281564,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,448.0,200.0,225.6,873.6,0.470765,0.39038,0.802011,0.990568,0.831715,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.994286,0.0,0.128,0.446471
B.,-0.828168,21.470911,56.140782,34.669872,112.281564,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,200.0,225.6,873.6,0.447888,0.39038,0.802011,0.990568,0.831715,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.0,0.128,0.446471
B/,-0.803329,21.470911,56.140782,34.669872,112.281564,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,200.0,225.6,873.6,0.464448,0.39038,0.802011,0.990568,0.831715,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.0,0.128,0.446471
B;,-0.586998,0.0,34.669872,34.669872,69.339743,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,448.0,200.0,225.6,873.6,0.608668,0.0,0.495284,0.990568,0.513628,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.994286,0.0,0.128,0.446471
BA,-1.108615,0.0,34.669872,34.669872,69.339743,0.5,0.5,0.0,0.5,1.0,3.5,0.5,0.5,1.0,1.0,0.5,4.0,0.0,0.5,0.5,0.5,129.0,200.0,225.6,673.855161,0.260923,0.0,0.495284,0.990568,0.513628,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.571429,0.0,0.5,0.5,0.5,0.082857,0.0,0.128,0.152728
BB,-1.442261,0.0,34.669872,34.669872,69.339743,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,153.0,286.2,225.6,696.965115,0.038493,0.0,0.495284,0.990568,0.513628,0.0,0.0,0.0,0.0,0.0,0.285714,1.0,1.0,0.0,0.0,0.0,0.285714,0.0,1.0,0.0,1.0,0.151429,0.431,0.128,0.186713
BC,-1.309704,21.470911,56.140782,34.669872,112.281564,0.5,0.5,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.5,0.0,1.0,0.5,1.0,448.0,200.0,225.6,886.612929,0.126864,0.39038,0.802011,0.990568,0.831715,0.5,0.5,0.0,0.0,1.0,0.571429,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.994286,0.0,0.128,0.465607
BD,-0.953484,0.0,34.669872,34.669872,69.339743,0.5,0.5,0.0,0.5,1.0,4.0,1.0,0.5,0.0,1.0,0.5,3.5,0.0,1.0,0.5,0.5,295.0,206.4,225.6,741.979055,0.364344,0.0,0.495284,0.990568,0.513628,0.5,0.5,0.0,0.5,1.0,0.571429,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.557143,0.032,0.128,0.25291
BE,-1.25098,19.646883,54.316754,34.669872,108.633509,0.5,0.5,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.25,2.75,0.0,1.0,0.5,0.0,141.0,211.5,225.6,815.468834,0.166014,0.357216,0.775954,0.990568,0.804693,0.5,0.5,0.0,0.0,1.0,0.428571,1.0,0.0,0.0,1.0,0.25,0.392857,0.0,1.0,0.5,0.0,0.117143,0.0575,0.128,0.360984
BF,-0.836557,34.669872,0.0,34.669872,69.339743,0.5,0.0,0.0,0.5,0.0,2.5,1.0,0.5,0.0,0.0,0.5,2.5,0.0,1.0,0.5,0.5,448.0,244.5,225.6,921.270089,0.442295,0.630361,0.0,0.990568,0.513628,0.5,0.0,0.0,0.5,0.0,0.357143,1.0,0.5,0.0,0.0,0.5,0.357143,0.0,1.0,0.5,0.5,0.994286,0.2225,0.128,0.516574
BG,-1.442261,21.470911,19.0,34.669872,75.140782,0.0,0.0,0.0,0.5,0.0,2.0,1.0,0.5,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.5,448.0,200.0,225.6,877.996471,0.038493,0.39038,0.271429,0.990568,0.556598,0.0,0.0,0.0,0.5,0.0,0.285714,1.0,0.5,0.0,0.0,0.0,0.214286,0.0,1.0,0.0,0.5,0.994286,0.0,0.128,0.452936
BH,-0.836557,19.0,53.669872,34.669872,107.339743,0.0,1.0,1.0,0.5,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,448.0,200.0,225.6,883.176955,0.442295,0.345455,0.766712,0.990568,0.795109,0.0,1.0,1.0,0.5,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.714286,1.0,1.0,0.0,1.0,0.994286,0.0,0.128,0.460554
BI,-0.589028,19.646883,54.316754,34.669872,108.633509,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,156.0,203.4,225.6,686.73881,0.607315,0.357216,0.775954,0.990568,0.804693,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.16,0.017,0.128,0.171675
BJ,-0.448844,0.0,34.669872,34.669872,69.339743,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.0,1.0,1.0,0.5,1.0,448.0,244.5,225.6,965.260872,0.700771,0.0,0.495284,0.990568,0.513628,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.857143,1.0,1.0,0.5,1.0,0.994286,0.2225,0.128,0.581266
BK,-0.521334,0.0,34.669872,34.669872,69.339743,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.0,1.0,1.0,0.5,1.0,448.0,200.0,225.6,876.018944,0.652444,0.0,0.495284,0.990568,0.513628,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.857143,1.0,1.0,0.5,1.0,0.994286,0.0,0.128,0.450028
BL,-0.555098,0.0,34.669872,34.669872,69.339743,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,155.0,211.5,225.6,742.938994,0.629935,0.0,0.495284,0.990568,0.513628,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.157143,0.0575,0.128,0.254322
BM,-0.685918,21.470911,56.140782,34.669872,112.281564,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,448.0,200.0,225.6,890.521973,0.542721,0.39038,0.802011,0.990568,0.831715,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.994286,0.0,0.128,0.471356
BN,-0.836557,21.023796,55.693668,34.669872,111.387335,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,448.0,227.4,225.6,914.733574,0.442295,0.382251,0.795624,0.990568,0.825091,0.0,1.0,1.0,0.0,1.0,0.714286,1.0,1.0,1.0,1.0,0.0,0.714286,1.0,1.0,0.0,1.0,0.994286,0.137,0.128,0.506961
BO,-0.689815,19.646883,54.316754,34.669872,108.633509,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,147.0,233.1,225.6,743.66621,0.540123,0.357216,0.775954,0.990568,0.804693,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.134286,0.1655,0.128,0.255391
BP,-0.776742,19.646883,54.316754,34.669872,108.633509,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.0,5.0,1.0,0.5,0.5,1.0,275.0,200.0,225.6,707.318687,0.482172,0.357216,0.775954,0.990568,0.804693,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.0,0.714286,1.0,0.5,0.5,1.0,0.5,0.0,0.128,0.201939
BQ,-1.442261,19.646883,54.316754,34.669872,108.633509,0.5,0.5,0.0,0.0,1.0,2.5,0.5,0.0,1.0,1.0,0.0,3.0,0.0,0.5,0.5,0.0,448.0,218.4,225.6,892.484793,0.038493,0.357216,0.775954,0.990568,0.804693,0.5,0.5,0.0,0.0,1.0,0.357143,0.5,0.0,1.0,1.0,0.0,0.428571,0.0,0.5,0.5,0.0,0.994286,0.092,0.128,0.474242
BR,-1.242302,50.990195,19.646883,34.669872,105.306949,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.5,0.0,208.0,200.0,225.6,737.694279,0.171799,0.927094,0.28067,0.990568,0.780051,0.5,0.0,0.0,0.0,0.0,0.214286,1.0,0.0,0.0,0.0,0.0,0.214286,0.0,1.0,0.5,0.0,0.308571,0.0,0.128,0.246609
BS,-1.030731,0.0,34.669872,34.669872,69.339743,0.5,0.5,0.0,0.5,1.0,3.5,0.5,0.5,1.0,1.0,0.5,4.0,0.0,0.5,0.5,0.5,223.0,200.0,225.6,715.099977,0.312846,0.0,0.495284,0.990568,0.513628,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.571429,0.0,0.5,0.5,0.5,0.351429,0.0,0.128,0.213382
BT,-1.442261,40.853396,23.600847,34.669872,99.124116,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,265.0,200.0,225.6,730.98505,0.038493,0.742789,0.337155,0.990568,0.734253,0.0,0.0,0.0,0.0,0.0,0.142857,1.0,0.0,0.0,0.0,0.0,0.142857,0.0,1.0,0.0,0.0,0.471429,0.0,0.128,0.236743
BU,-0.589028,19.646883,54.316754,34.669872,108.633509,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,163.0,213.6,225.6,736.403903,0.607315,0.357216,0.775954,0.990568,0.804693,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.18,0.068,0.128,0.244712
BV,-1.095099,19.0,21.470911,34.669872,75.140782,0.5,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.25,2.75,0.0,1.0,0.5,1.0,371.0,234.6,225.6,850.022141,0.269934,0.345455,0.306727,0.990568,0.556598,0.5,0.0,0.0,0.0,0.0,0.357143,1.0,1.0,0.0,0.0,0.25,0.392857,0.0,1.0,0.5,1.0,0.774286,0.173,0.128,0.411797
BW,-1.306993,19.646883,54.316754,34.669872,108.633509,0.5,0.5,0.0,0.0,1.0,2.5,0.5,0.0,1.0,1.0,0.25,3.25,0.0,0.5,0.5,0.0,448.0,200.0,225.6,878.370848,0.128671,0.357216,0.775954,0.990568,0.804693,0.5,0.5,0.0,0.0,1.0,0.357143,0.5,0.0,1.0,1.0,0.25,0.464286,0.0,0.5,0.5,0.0,0.994286,0.0,0.128,0.453487
BX,-1.363758,21.470911,56.140782,34.669872,112.281564,0.5,0.5,0.0,0.0,1.0,3.5,0.5,1.0,0.0,1.0,0.25,3.25,0.0,0.5,0.5,1.0,448.0,200.0,225.6,874.633202,0.090828,0.39038,0.802011,0.990568,0.831715,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.25,0.464286,0.0,0.5,0.5,1.0,0.994286,0.0,0.128,0.44799
BY,-0.836557,30.610456,65.280327,34.669872,130.560655,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,160.0,200.0,225.6,716.6784,0.442295,0.556554,0.932576,0.990568,0.967116,0.0,1.0,1.0,0.0,1.0,0.714286,1.0,1.0,1.0,1.0,0.0,0.714286,1.0,1.0,0.0,1.0,0.171429,0.0,0.128,0.215704
BZ,-1.428568,21.470911,56.140782,34.669872,112.281564,0.5,0.5,0.0,0.0,1.0,3.5,0.5,1.0,0.0,1.0,0.25,3.25,0.0,0.5,0.5,1.0,448.0,400.0,225.6,1074.859632,0.047621,0.39038,0.802011,0.990568,0.831715,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.25,0.464286,0.0,0.5,0.5,1.0,0.994286,1.0,0.128,0.742441
B[,-0.836557,23.600847,58.270719,34.669872,116.541438,0.0,1.0,1.0,0.0,1.0,4.5,0.5,1.0,1.0,1.0,0.0,4.5,1.0,0.5,0.0,1.0,448.0,200.0,225.6,873.6,0.442295,0.429106,0.832439,0.990568,0.86327,0.0,1.0,1.0,0.0,1.0,0.642857,0.5,1.0,1.0,1.0,0.0,0.642857,1.0,0.5,0.0,1.0,0.994286,0.0,0.128,0.446471
C',-0.793852,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.0,1.0,0.5,0.5,1.0,448.0,200.0,213.9,861.9,0.470765,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.714286,1.0,0.5,0.5,1.0,0.994286,0.0,0.0695,0.429265
"C,",-0.751148,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,448.0,200.0,213.9,861.9,0.499235,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.994286,0.0,0.0695,0.429265
C.,-0.785464,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,448.0,200.0,213.9,861.9,0.476358,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.994286,0.0,0.0695,0.429265
C/,-0.760624,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,448.0,200.0,213.9,1061.9,0.492917,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.994286,0.0,0.0695,0.723382
C;,-0.544293,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,448.0,200.0,213.9,861.9,0.637138,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.994286,0.0,0.0695,0.429265
CA,-0.995078,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.5,4.5,0.0,0.5,1.0,0.5,138.0,200.0,213.9,861.9,0.336615,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.5,0.642857,0.0,0.5,1.0,0.5,0.108571,0.0,0.0695,0.429265
CB,-1.401832,34.669872,56.140782,21.470911,112.281564,0.5,0.5,1.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,4.5,1.0,1.0,0.5,1.0,448.0,286.2,213.9,955.351792,0.065445,0.630361,0.802011,0.613455,0.831715,0.5,0.5,1.0,0.0,1.0,0.714286,1.0,1.0,0.0,1.0,0.0,0.642857,1.0,1.0,0.5,1.0,0.994286,0.431,0.0695,0.566694
CC,-0.832472,0.0,21.470911,21.470911,42.941821,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,161.0,200.0,213.9,664.677475,0.445018,0.0,0.306727,0.613455,0.318088,1.0,0.0,0.0,0.0,0.0,0.428571,1.0,1.0,0.0,0.0,0.0,0.428571,0.0,1.0,1.0,1.0,0.174286,0.0,0.0695,0.139232
CD,-0.892973,21.470911,0.0,21.470911,42.941821,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.5,3.0,0.0,1.0,1.0,0.5,448.0,206.4,213.9,882.493094,0.404685,0.39038,0.0,0.613455,0.318088,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.5,0.428571,0.0,1.0,1.0,0.5,0.994286,0.032,0.0695,0.459549
CE,-1.079536,40.853396,19.646883,21.470911,81.97119,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.25,2.25,0.0,1.0,1.0,0.0,168.0,211.5,213.9,845.807335,0.28031,0.742789,0.28067,0.613455,0.607194,1.0,0.0,0.0,0.0,0.0,0.285714,1.0,0.0,0.0,0.0,0.25,0.321429,0.0,1.0,1.0,0.0,0.194286,0.0575,0.0695,0.405599
CF,-0.815792,0.0,21.470911,21.470911,42.941821,1.0,0.5,1.0,0.5,1.0,5.5,1.0,0.5,0.0,1.0,0.5,4.0,0.0,1.0,1.0,0.5,264.0,244.5,213.9,733.549637,0.456139,0.0,0.306727,0.613455,0.318088,1.0,0.5,1.0,0.5,1.0,0.785714,1.0,0.5,0.0,1.0,0.5,0.571429,0.0,1.0,1.0,0.5,0.468571,0.2225,0.0695,0.240514
CG,-1.401832,19.0,40.470911,21.470911,80.941821,0.5,0.5,1.0,0.5,1.0,5.0,1.0,0.5,0.0,1.0,0.0,3.0,0.0,1.0,0.5,0.5,448.0,200.0,213.9,870.615959,0.065445,0.345455,0.578156,0.613455,0.599569,0.5,0.5,1.0,0.5,1.0,0.714286,1.0,0.5,0.0,1.0,0.0,0.428571,0.0,1.0,0.5,0.5,0.994286,0.0,0.0695,0.442082
CH,-0.793852,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,120.0,200.0,213.9,775.663924,0.470765,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.057143,0.0,0.0695,0.302447
CI,-0.546323,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,6.25,1.0,1.0,1.0,1.0,137.0,203.4,213.9,720.009953,0.635785,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.892857,1.0,1.0,1.0,1.0,0.105714,0.017,0.0695,0.220603
CJ,-0.406139,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,448.0,244.5,213.9,908.998934,0.729241,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.994286,0.2225,0.0695,0.498528
CK,-0.478629,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,120.0,200.0,213.9,640.803453,0.680914,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.057143,0.0,0.0695,0.104123
CL,-0.512393,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,131.0,211.5,213.9,676.800338,0.658405,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.088571,0.0575,0.0695,0.157059
CM,-0.643213,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,6.25,1.0,1.0,1.0,1.0,215.0,200.0,213.9,663.5,0.571191,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.892857,1.0,1.0,1.0,1.0,0.328571,0.0,0.0695,0.1375
CN,-0.793852,21.023796,42.494707,21.470911,84.989413,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,446.5,227.4,213.9,896.379347,0.470765,0.382251,0.607067,0.613455,0.629551,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.99,0.137,0.0695,0.47997
CO,-0.64711,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,112.0,233.1,213.9,837.7043,0.568593,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.034286,0.1655,0.0695,0.393683
CP,-0.734038,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,448.0,200.0,213.9,872.652291,0.510642,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.994286,0.0,0.0695,0.445077
CQ,-1.401832,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,1.0,3.0,0.5,0.0,1.0,1.0,0.0,3.5,0.0,0.5,1.0,0.0,448.0,218.4,213.9,902.88121,0.065445,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,1.0,0.428571,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.994286,0.092,0.0695,0.489531
CR,-1.185696,19.646883,41.117793,21.470911,82.235587,1.0,0.5,1.0,0.0,1.0,4.5,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,224.0,200.0,213.9,758.480688,0.209536,0.357216,0.587397,0.613455,0.609152,1.0,0.5,1.0,0.0,1.0,0.642857,1.0,0.0,0.0,1.0,0.0,0.428571,0.0,1.0,1.0,0.0,0.354286,0.0,0.0695,0.277177
CS,-0.938654,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,0.0,3.0,0.5,0.5,0.0,1.0,0.5,3.5,0.0,0.5,1.0,0.5,178.0,200.0,213.9,638.646059,0.374231,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,0.0,0.428571,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.222857,0.0,0.0695,0.10095
CT,-1.401832,23.600847,45.071758,21.470911,90.143516,0.5,0.5,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.5,0.0,1.0,0.5,0.0,219.0,200.0,213.9,845.131553,0.065445,0.429106,0.643882,0.613455,0.66773,0.5,0.5,1.0,0.0,1.0,0.571429,1.0,0.0,0.0,1.0,0.0,0.357143,0.0,1.0,0.5,0.0,0.34,0.0,0.0695,0.404605
CU,-0.546323,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,149.0,213.6,213.9,702.303185,0.635785,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.14,0.068,0.0695,0.194564
CV,-0.751148,21.470911,42.941821,21.470911,85.883642,1.0,0.5,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,6.25,1.0,1.0,1.0,1.0,448.0,234.6,213.9,900.408824,0.499235,0.39038,0.613455,0.613455,0.636175,1.0,0.5,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.892857,1.0,1.0,1.0,1.0,0.994286,0.173,0.0695,0.485895
CW,-1.221264,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,0.25,2.75,0.0,0.5,1.0,0.0,448.0,200.0,213.9,895.0,0.185824,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,0.0,0.285714,0.5,0.0,0.0,1.0,0.25,0.392857,0.0,0.5,1.0,0.0,0.994286,0.0,0.0695,0.477941
