key_pair,comfort_score,distance_interval,distance_return,distance_setup,distance_total,dvorak7_columns,dvorak7_distribution,dvorak7_inward,dvorak7_middle,dvorak7_remote,dvorak7_score,dvorak7_strength,dvorak7_vspan,engram7_hspan,engram7_load,engram7_position,engram7_score,engram7_sequence,engram7_strength,engram7_stretch,engram7_vspan,time_interval,time_return,time_setup,time_total,comfort_score_normalized,distance_interval_normalized,distance_return_normalized,distance_setup_normalized,distance_total_normalized,dvorak7_columns_normalized,dvorak7_distribution_normalized,dvorak7_inward_normalized,dvorak7_middle_normalized,dvorak7_remote_normalized,dvorak7_score_normalized,dvorak7_strength_normalized,dvorak7_vspan_normalized,engram7_hspan_normalized,engram7_load_normalized,engram7_position_normalized,engram7_score_normalized,engram7_sequence_normalized,engram7_strength_normalized,engram7_stretch_normalized,engram7_vspan_normalized,time_interval_normalized,time_return_normalized,time_setup_normalized,time_total_normalized
UD,-0.273805,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,162.0,206.4,266.7,729.263142,0.817463,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.177143,0.032,0.3335,0.234211
UE,-0.341499,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,6.25,1.0,1.0,1.0,1.0,136.0,211.5,266.7,833.597124,0.772334,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.892857,1.0,1.0,1.0,1.0,0.102857,0.0575,0.3335,0.387643
UF,-0.201314,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,161.0,244.5,266.7,714.262663,0.86579,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.174286,0.2225,0.3335,0.212151
UG,-0.589028,19.0,38.646883,19.646883,77.293765,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,148.0,200.0,266.7,726.203973,0.607315,0.345455,0.552098,0.56134,0.572546,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.137143,0.0,0.3335,0.229712
UH,-1.363758,23.600847,19.0,19.646883,62.24773,0.5,0.0,0.0,0.5,0.0,2.5,1.0,0.5,0.0,0.0,0.0,2.0,0.0,1.0,0.5,0.5,235.0,200.0,266.7,760.808642,0.090828,0.429106,0.271429,0.56134,0.461094,0.5,0.0,0.0,0.5,0.0,0.357143,1.0,0.5,0.0,0.0,0.0,0.285714,0.0,1.0,0.5,0.5,0.385714,0.0,0.3335,0.280601
UI,-0.480001,19.646883,39.293765,19.646883,78.587531,1.0,0.5,0.0,0.0,1.0,4.5,1.0,1.0,1.0,1.0,0.25,5.25,0.0,1.0,1.0,1.0,159.0,203.4,266.7,982.180258,0.679999,0.357216,0.56134,0.56134,0.58213,1.0,0.5,0.0,0.0,1.0,0.642857,1.0,1.0,1.0,1.0,0.25,0.75,0.0,1.0,1.0,1.0,0.168571,0.017,0.3335,0.606147
UJ,-0.693102,19.646883,0.0,19.646883,39.293765,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.5,3.0,0.0,1.0,1.0,0.5,256.0,244.5,266.7,783.592873,0.537932,0.357216,0.0,0.56134,0.291065,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.5,0.428571,0.0,1.0,1.0,0.5,0.445714,0.2225,0.3335,0.314107
UK,-0.758376,0.0,19.646883,19.646883,39.293765,1.0,0.5,0.0,0.5,1.0,4.5,1.0,0.5,0.0,1.0,0.5,4.0,0.0,1.0,1.0,0.5,227.0,200.0,266.7,787.588184,0.494416,0.0,0.28067,0.56134,0.291065,1.0,0.5,0.0,0.5,1.0,0.642857,1.0,0.5,0.0,1.0,0.5,0.571429,0.0,1.0,1.0,0.5,0.362857,0.0,0.3335,0.319983
UL,-0.7902,0.0,19.646883,19.646883,39.293765,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.5,4.5,0.0,0.5,1.0,0.5,176.0,211.5,266.7,837.942469,0.4732,0.0,0.28067,0.56134,0.291065,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.5,0.642857,0.0,0.5,1.0,0.5,0.217143,0.0575,0.3335,0.394033
UM,-0.992835,40.853396,21.470911,19.646883,81.97119,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.25,2.25,0.0,1.0,1.0,0.0,208.0,200.0,266.7,798.90257,0.33811,0.742789,0.306727,0.56134,0.607194,1.0,0.0,0.0,0.0,0.0,0.285714,1.0,0.0,0.0,0.0,0.25,0.321429,0.0,1.0,1.0,0.0,0.308571,0.0,0.3335,0.336621
UN,-1.363758,38.209946,21.023796,19.646883,78.880625,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.5,0.0,191.0,227.4,266.7,881.366647,0.090828,0.694726,0.30034,0.56134,0.584301,0.5,0.0,0.0,0.0,0.0,0.214286,1.0,0.0,0.0,0.0,0.0,0.214286,0.0,1.0,0.5,0.0,0.26,0.137,0.3335,0.457892
UO,-0.709706,19.646883,39.293765,19.646883,78.587531,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.25,3.75,0.0,0.5,1.0,1.0,192.0,233.1,266.7,723.54817,0.526863,0.357216,0.56134,0.56134,0.58213,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.25,0.535714,0.0,0.5,1.0,1.0,0.262857,0.1655,0.3335,0.225806
UP,-0.862958,19.646883,39.293765,19.646883,78.587531,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.0,3.5,0.0,0.5,1.0,1.0,168.0,200.0,266.7,749.701619,0.424694,0.357216,0.56134,0.56134,0.58213,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.194286,0.0,0.3335,0.264267
UQ,-0.529213,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,222.0,218.4,266.7,712.741418,0.647191,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.348571,0.092,0.3335,0.209914
UR,-0.341499,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,135.0,200.0,266.7,832.040526,0.772334,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.1,0.0,0.3335,0.385354
US,-0.307569,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,128.0,200.0,266.7,805.375668,0.794954,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.08,0.0,0.3335,0.346141
UT,-0.589028,23.600847,43.24773,19.646883,86.49546,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,135.0,200.0,266.7,800.628771,0.607315,0.429106,0.617825,0.56134,0.640707,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.1,0.0,0.3335,0.33916
UU,-0.460932,0.0,19.646883,19.646883,39.293765,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,155.0,213.6,266.7,690.718674,0.692712,0.0,0.28067,0.56134,0.291065,1.0,0.0,0.0,0.0,0.0,0.428571,1.0,1.0,0.0,0.0,0.0,0.428571,0.0,1.0,1.0,1.0,0.157143,0.068,0.3335,0.177527
UV,-0.438389,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,6.25,1.0,1.0,1.0,1.0,361.0,234.6,266.7,878.617635,0.707741,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.892857,1.0,1.0,1.0,1.0,0.745714,0.173,0.3335,0.453849
UW,-0.442286,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,122.0,200.0,266.7,849.132716,0.705143,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.062857,0.0,0.3335,0.410489
UX,-0.580639,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,448.0,200.0,266.7,933.750578,0.612907,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.994286,0.0,0.3335,0.534927
UY,-1.363758,19.0,30.610456,19.646883,69.257338,0.5,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,2.5,0.0,1.0,0.5,1.0,184.0,200.0,266.7,671.27225,0.090828,0.345455,0.437292,0.56134,0.513017,0.5,0.0,0.0,0.0,0.0,0.357143,1.0,1.0,0.0,0.0,0.0,0.357143,0.0,1.0,0.5,1.0,0.24,0.0,0.3335,0.14893
UZ,-0.555799,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,448.0,400.0,266.7,1127.788901,0.629467,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.994286,1.0,0.3335,0.820278
U[,-1.363758,23.600847,43.24773,19.646883,86.49546,0.5,0.5,0.0,0.0,1.0,3.5,0.5,1.0,0.0,1.0,0.0,3.0,0.0,0.5,0.5,1.0,222.0,200.0,266.7,712.741418,0.090828,0.429106,0.617825,0.56134,0.640707,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.428571,0.0,0.5,0.5,1.0,0.348571,0.0,0.3335,0.209914
V',-0.685918,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,200.0,232.8,880.8,0.542721,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.0,0.164,0.457059
"V,",-0.643213,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,284.0,200.0,232.8,716.8,0.571191,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.525714,0.0,0.164,0.215882
V.,-0.677529,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,448.0,200.0,232.8,880.8,0.548314,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.994286,0.0,0.164,0.457059
V/,-0.652689,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,448.0,200.0,232.8,1055.624812,0.564874,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.994286,0.0,0.164,0.714154
V;,-0.436359,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,200.0,232.8,880.8,0.709094,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.0,0.164,0.457059
VA,-0.852999,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,159.0,200.0,232.8,854.4,0.431334,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.168571,0.0,0.164,0.418235
VB,-1.216656,19.0,34.669872,21.470911,75.140782,0.5,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.25,2.75,0.0,1.0,0.5,1.0,448.0,286.2,232.8,969.335356,0.188896,0.345455,0.495284,0.613455,0.556598,0.5,0.0,0.0,0.0,0.0,0.357143,1.0,1.0,0.0,0.0,0.25,0.392857,0.0,1.0,0.5,1.0,0.994286,0.431,0.164,0.587258
VC,-0.872701,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.5,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,448.0,200.0,232.8,884.971464,0.418199,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.642857,1.0,1.0,1.0,1.0,0.0,0.714286,0.0,1.0,1.0,1.0,0.994286,0.0,0.164,0.463193
VD,-0.719612,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.5,1.0,0.5,0.0,1.0,0.75,4.25,0.0,1.0,1.0,0.5,448.0,206.4,232.8,892.006479,0.520258,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.642857,1.0,0.5,0.0,1.0,0.75,0.607143,0.0,1.0,1.0,0.5,0.994286,0.032,0.164,0.473539
VE,-0.928152,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,1.0,3.5,1.0,0.0,0.0,1.0,0.5,3.5,0.0,1.0,1.0,0.0,144.0,211.5,232.8,872.47835,0.381232,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.125714,0.0575,0.164,0.444821
VF,-0.672153,21.470911,0.0,21.470911,42.941821,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.75,3.25,0.0,1.0,1.0,0.5,448.0,244.5,232.8,927.01038,0.551898,0.39038,0.0,0.613455,0.318088,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.75,0.464286,0.0,1.0,1.0,0.5,0.994286,0.2225,0.164,0.525015
VG,-1.216656,21.023796,19.0,21.470911,61.494707,0.5,0.0,0.0,0.5,0.0,2.5,1.0,0.5,0.0,0.0,0.25,2.25,0.0,1.0,0.5,0.5,448.0,200.0,232.8,883.397968,0.188896,0.382251,0.271429,0.613455,0.455516,0.5,0.0,0.0,0.5,0.0,0.357143,1.0,0.5,0.0,0.0,0.25,0.321429,0.0,1.0,0.5,0.5,0.994286,0.0,0.164,0.460879
VH,-0.685918,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,448.0,200.0,232.8,883.248441,0.542721,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.994286,0.0,0.164,0.460659
VI,-0.438389,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,137.0,203.4,232.8,809.454154,0.707741,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.105714,0.017,0.164,0.352138
VJ,-0.298204,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,216.0,244.5,232.8,694.274774,0.801197,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.331429,0.2225,0.164,0.182757
VK,-0.370695,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,255.0,200.0,232.8,688.27049,0.75287,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.442857,0.0,0.164,0.173927
VL,-0.404458,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,144.0,211.5,232.8,645.302537,0.730361,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.125714,0.0575,0.164,0.110739
VM,-0.535279,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,366.0,200.0,232.8,811.722954,0.643148,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.76,0.0,0.164,0.355475
VN,-0.685918,21.023796,42.494707,21.470911,84.989413,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,448.0,227.4,232.8,911.465177,0.542721,0.382251,0.607067,0.613455,0.629551,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.994286,0.137,0.164,0.502155
VO,-0.539175,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,130.0,233.1,232.8,678.881638,0.64055,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.085714,0.1655,0.164,0.16012
VP,-0.626103,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,448.0,200.0,232.8,884.568174,0.582598,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.994286,0.0,0.164,0.4626
VQ,-1.216656,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,1.0,3.0,0.5,0.0,1.0,1.0,0.0,3.5,0.0,0.5,1.0,0.0,184.0,218.4,232.8,743.101259,0.188896,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,1.0,0.428571,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.24,0.092,0.164,0.254561
VR,-0.998812,40.853396,19.646883,21.470911,81.97119,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,200.0,200.0,232.8,725.519989,0.334125,0.742789,0.28067,0.613455,0.607194,1.0,0.0,0.0,0.0,0.0,0.285714,1.0,0.0,0.0,0.0,0.0,0.285714,0.0,1.0,1.0,0.0,0.285714,0.0,0.164,0.228706
VS,-0.821044,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,228.0,200.0,232.8,667.714749,0.452638,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.365714,0.0,0.164,0.143698
VT,-1.216656,38.209946,23.600847,21.470911,83.281704,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.25,1.75,0.0,1.0,0.5,0.0,448.0,200.0,232.8,884.827679,0.188896,0.694726,0.337155,0.613455,0.616902,0.5,0.0,0.0,0.0,0.0,0.214286,1.0,0.0,0.0,0.0,0.25,0.25,0.0,1.0,0.5,0.0,0.994286,0.0,0.164,0.462982
VU,-0.438389,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,216.0,213.6,232.8,676.53165,0.707741,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.331429,0.068,0.164,0.156664
VV,-0.535279,0.0,21.470911,21.470911,42.941821,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.5,3.5,0.0,1.0,1.0,1.0,151.0,234.6,232.8,653.952971,0.643148,0.0,0.306727,0.613455,0.318088,1.0,0.0,0.0,0.0,0.0,0.428571,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.145714,0.173,0.164,0.12346
VW,-1.097858,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,1.0,3.0,0.5,0.0,1.0,1.0,0.5,4.0,0.0,0.5,1.0,0.0,145.0,200.0,232.8,765.840769,0.268095,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,1.0,0.428571,0.5,0.0,1.0,1.0,0.5,0.571429,0.0,0.5,1.0,0.0,0.128571,0.0,0.164,0.288001
VX,-0.941505,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.5,4.0,0.0,0.5,1.0,1.0,448.0,200.0,232.8,881.438001,0.37233,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.5,0.571429,0.0,0.5,1.0,1.0,0.994286,0.0,0.164,0.457997
VY,-0.685918,30.610456,52.081366,21.470911,104.162733,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,192.0,200.0,232.8,646.124116,0.542721,0.556554,0.74402,0.613455,0.771576,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.262857,0.0,0.164,0.111947
VZ,-0.926848,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.5,4.0,0.0,0.5,1.0,1.0,448.0,400.0,232.8,1081.507518,0.382101,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.5,0.571429,0.0,0.5,1.0,1.0,0.994286,1.0,0.164,0.752217
V[,-0.685918,23.600847,45.071758,21.470911,90.143516,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,184.0,200.0,232.8,743.101259,0.542721,0.429106,0.643882,0.613455,0.66773,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.24,0.0,0.164,0.254561
W',-0.689815,19.0,38.646883,19.646883,77.293765,0.5,1.0,1.0,0.5,1.0,5.0,0.0,1.0,1.0,1.0,0.25,4.75,1.0,0.0,0.5,1.0,448.0,200.0,200.0,916.8,0.540123,0.345455,0.552098,0.56134,0.572546,0.5,1.0,1.0,0.5,1.0,0.714286,0.0,1.0,1.0,1.0,0.25,0.678571,1.0,0.0,0.5,1.0,0.994286,0.0,0.0,0.51
"W,",-0.64711,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,175.0,200.0,200.0,771.068313,0.568593,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.214286,0.0,0.0,0.295689
W.,-0.681426,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.5,5.5,1.0,0.0,1.0,1.0,246.5,200.0,200.0,757.412296,0.545716,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.714286,0.0,1.0,1.0,1.0,0.5,0.785714,1.0,0.0,1.0,1.0,0.418571,0.0,0.0,0.275606
W/,-0.656586,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.5,5.5,1.0,0.0,1.0,1.0,199.0,200.0,200.0,885.658579,0.562276,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.714286,0.0,1.0,1.0,1.0,0.5,0.785714,1.0,0.0,1.0,1.0,0.282857,0.0,0.0,0.464204
W;,-0.440255,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,448.0,200.0,200.0,916.8,0.706496,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.994286,0.0,0.0,0.51
